"living_space","rooms","cold_rent","construction_year","quarter","lambert_poistion_x","lambert_poistion_y","city","postcode","heating_type","number_of_bedrooms","rent_per_square_meter","publish_date","latitude","longitude"
"64.368","2.5","675.864","1989","Rissen","-16574","2623667","Hamburg","22559","11","","12.6","2017-03-28 23:00:00","53.584086161888045","9.74628327587747"
"57.696","2.5","828","1904","Winterhude","862","2623658","Hamburg","22303","7","","17.22","2017-08-31 22:00:00","53.58426089634707","10.013195623062515"
"66","2.5","588","1973","Langenbek","-610","2606664","Hamburg","21079","10","1","10.692","2017-09-30 22:00:00","53.42944700870376","9.990694565876076"
"79.2","2.5","720","","Wandsbek","3809","2622673","Hamburg","22049","1","","10.908","2017-12-30 23:00:00","53.57527547722707","10.058296907745634"
"76.8","3.5","539.784","1966","Poppenbüttel","4680","2631563","Hamburg","22399","1","","8.436","2017-07-30 22:00:00","53.65624547096033","10.071758818088727"
"135.6","4.5","1491.6","1999","Hamm-Nord","3967","2621066","Hamburg","20535","5","","13.2","2017-03-28 23:00:00","53.560635706757395","10.060695039760446"
"88.8","3.5","1320","1910","Winterhude","648","2623344","Hamburg","22301","5","2","17.832","2017-04-30 22:00:00","53.58140093333471","10.009919038753598"
"80.4","3.5","1188","","Winterhude","1382","2624071","Hamburg","22303","1","","17.736","2017-06-30 22:00:00","53.58802185739096","10.021157657189365"
"68.016","2.5","816.192","1966","Stellingen","-4609","2624370","Hamburg","22525","6","","14.4","2017-11-30 23:00:00","53.590727346064014","9.92943443183536"
"116.856","3.5","1793.736","2019","Hamb.-Altstadt","-587","2619443","Hamburg","20457","7","","18.42","2017-08-31 22:00:00","53.5458654949419","9.99102190337379"
"78.924","1.5","1680","2020","Harvestehude","-305","2622768","Hamburg","20149","7","1","25.548","2017-05-30 22:00:00","53.57615435737329","9.995331869795415"
"33.6","1.5","594","1966","Eilbek","3619","2621763","Hamburg","22089","7","1","21.216","2017-08-31 22:00:00","53.56698738164755","10.055378584403892"
"48.744","2","479.148","1934","Dulsberg","4131","2623480","Hamburg","22049","7","1","11.796","2017-01-31 23:00:00","53.582624178408146","10.063235626507536"
"102","3.5","1068","","Heimfeld","-3355","2610367","Hamburg","21075","6","2","12.564","2017-07-30 22:00:00","53.46317328388586","9.948781233821263"
"76.08","2.5","1020","1960","Harburg","-1791","2609908","Hamburg","21073","5","","16.092","2017-04-30 22:00:00","53.45899912454726","9.972660452444755"
"64.056","2.5","576","1968","Barmbek-Süd","2285","2623440","Hamburg","22083","7","","10.788","2017-09-30 22:00:00","53.58227091151561","10.034977545779737"
"62.4","2","480","","Winterhude","-65","2625210","Hamburg","22299","1","","9.228","2017-02-28 23:00:00","53.598398811108645","9.99900465257738"
"90","3.5","780","1970","Neugraben-Fischbek","-10047","2611341","Hamburg","21149","5","2","10.404","2017-01-31 23:00:00","53.47196292159407","9.846588030482241"
"60","2.5","660","1934","Altengamme","19121","2608843","Hamburg","21039","5","","13.2","2017-10-30 22:00:00","53.44895783093345","10.291816099465924"
"98.4","2.5","1500","2021","Eilbek","3062","2622102","Hamburg","22089","4","","18.288","2017-02-28 23:00:00","53.57007891311179","10.046858540372142"
"82.8","3.5","1176","","Nienstedten","-9010","2620121","Hamburg","22609","1","","17.04","2017-04-30 22:00:00","53.55196603263702","9.86217404703159"
"73.8","3.5","704.4","1912","Eißendorf","-2431","2609348","Hamburg","21073","6","2","11.448","2017-04-30 22:00:00","53.45389473849373","9.962895141014567"
"160.092","4.5","2388","2021","Hammerbrook","1032","2619709","Hamburg","20097","7","","17.904","2017-06-30 22:00:00","53.54828795017711","10.015785182779018"
"64.8","2.5","720","","Barmbek-Süd","1513","2622843","Hamburg","22083","1","","13.332","2017-08-31 22:00:00","53.57683548937912","10.023157343439433"
"81","3.5","880.8","1954","Othmarschen","-7902","2619822","Hamburg","22605","5","","13.044","2017-06-30 22:00:00","53.549259851156606","9.879130519230563"
"63.492","2.5","590.4","1955","Rothenburgsort","2793","2618244","Hamburg","20539","5","","11.16","2017-08-31 22:00:00","53.53493612652759","10.04270807872187"
"73.2","3.5","1194","","Winterhude","988","2623505","Hamburg","22303","5|8","2","19.572","2017-02-28 23:00:00","53.582866982737464","10.015123973497834"
"68.4","2.5","744","1967","Niendorf","-3134","2627976","Hamburg","22459","5","1","13.056","2017-01-31 23:00:00","53.62358460442856","9.951981612275507"
"45","2.5","614.4","1904","Winterhude","820","2623500","Hamburg","22303","5","1","16.38","2017-04-30 22:00:00","53.58282172172772","10.012552272837933"
"66","2.5","831.6","1957","Eimsbüttel","-2833","2622754","Hamburg","20255","7","1","15.12","2017-07-30 22:00:00","53.576019396176775","9.956640087528834"
"90","3","960","2021","Duvenstedt","7516","2636818","Hamburg","22397","5","","12.804","2017-04-30 22:00:00","53.70407582160007","10.11536831699167"
"52.8","1.5","540","","Finkenwerder","-9664","2618180","Hamburg","21129","1","","12.276","2017-02-28 23:00:00","53.53427298868642","9.852228805287066"
"104.208","2.5","936","2017","Rahlstedt","10492","2625890","Hamburg","22143","7","1","10.776","2017-03-28 23:00:00","53.60448968379234","10.16068662559599"
"78","3","1182","","Hoheluft-Ost","-1165","2624103","Hamburg","20249","1","","18.18","2017-07-30 22:00:00","53.588313865563265","9.982164375458888"
"181.2","4.5","3805.2","2011","HafenCity","-702","2618936","Hamburg","20457","7","","25.2","2017-05-30 22:00:00","53.54124681519282","9.989264110712119"
"114","3.5","1254","2016","Duvenstedt","7326","2637084","Hamburg","22397","1","","13.2","2017-09-30 22:00:00","53.70650113858569","10.112458050534304"
"42","1.5","516","1955","Barmbek-Nord","3532","2624479","Hamburg","22305","7","1","14.748","2017-01-31 23:00:00","53.59172844804815","10.054077502279105"
"138","4.5","1740","1891","Rotherbaum","-1291","2622240","Hamburg","20146","1","","15.132","2017-03-28 23:00:00","53.57134321248479","9.980242946014627"
"38.268","1.5","534","1978","Rotherbaum","-188","2621788","Hamburg","20148","6","","16.74","2017-07-30 22:00:00","53.567227349471054","9.997123175099215"
"80.4","4","910.536","1959","Barmbek-Süd","2999","2623331","Hamburg","22081","7","","13.596","2017-01-31 23:00:00","53.58127448039115","10.045906040222976"
"66","2.5","960","1920","Harvestehude","-874","2622439","Hamburg","20149","7","","17.46","2017-06-30 22:00:00","53.573156797155576","9.986624033910903"
"90","2.5","930","1961","Eilbek","2400","2621955","Hamburg / Eilbek","22089","5","1","12.396","2017-10-30 22:00:00","53.56874323768044","10.036726682724323"
"104.4","3","676.728","1974","Rahlstedt","11246","2623936","Hamburg","22149","7","1","7.776","2017-05-30 22:00:00","53.58667540091763","10.172164967605722"
"71.364","3.5","864","1962","Langenhorn","1276","2629978","Hamburg","22415","5","","14.532","2017-07-30 22:00:00","53.641827675756254","10.019558628120878"
"58.092","2.5","768","1959","Langenhorn","1212","2629925","Hamburg","22415","1","","15.864","2017-03-28 23:00:00","53.641345075309204","10.018577428299718"
"108","4.5","1236","1971","Wandsbek","6364","2623505","Hamburg","22047","5","1","13.728","2017-06-30 22:00:00","53.58282994645047","10.097417928811037"
"109.32","2.5","1092","1977","Bramfeld","5859","2627714","Hamburg","22175","1","","11.988","2017-06-30 22:00:00","53.621175143980956","10.089765302452179"
"21.6","1.5","384","1972","Eißendorf","-2372","2608480","Hamburg","21077","6","","21.336","2017-07-30 22:00:00","53.44598706031698","9.963802115639727"
"67.992","2.5","767.976","1954","Barmbek-Nord","2794","2624667","Hamburg","22307","7","1","13.56","2017-10-30 22:00:00","53.59344531933482","10.04277984054713"
"58.8","2.5","1411.2","2021","Neustadt","-1106","2619918","Hamburg","20459","24","","28.8","2017-07-30 22:00:00","53.550191684899","9.983082207110142"
"70.8","2.5","924","2020","Bergedorf","13232","2612553","Hamburg Bergedorf","21035","7","1","15.66","2017-08-31 22:00:00","53.48293518951511","10.202095163226574"
"116.4","4","1170","1922","Barmbek-Nord","3307","2624122","Hamburg","22305","5","","12.06","2017-11-30 23:00:00","53.588477960721704","10.05062886950841"
"61.98","1.5","558","1998","Horn","5089","2620169","Hamburg","22111","7","","10.8","2017-05-30 22:00:00","53.55245505422896","10.07784725225819"
"56.088","2","536.4","2001","Marmstorf","-2950","2608098","Hamburg","21077","7","","11.472","2017-03-28 23:00:00","53.44250394012963","9.954985080773216"
"73.2","3.5","660","1929","Wilstorf","-298","2608320","Hamburg-Harburg (OT: Rönneburg)","21079","5","2","10.824","2017-07-30 22:00:00","53.44453454085021","9.995452522598987"
"40.8","1.5","720","1981","Barmbek-Nord","2687","2625610","Hamburg","20144","5","","21.18","2017-11-30 23:00:00","53.602035622355075","10.041149514563093"
"118.8","3.5","1320","2020","Eißendorf","-2445","2609354","Hamburg","21073","2","2","13.332","2017-03-28 23:00:00","53.45394933765466","9.96268141020287"
"79.2","2.5","1584","1914","Winterhude","808","2623348","Hamburg","22303","5","1","24","2017-06-30 22:00:00","53.58143715161437","10.012368194262336"
"57.6","2.5","577.2","","Ohlsdorf","1734","2628089","Hamburg","22335","1","1","12.024","2017-02-28 23:00:00","53.62462027685302","10.026568548156263"
"151.2","2.5","3000","2021","Barmbek-Nord","2679","2625643","Hamburg","22309","7","","23.808","2017-10-30 22:00:00","53.602336256830135","10.041027278886743"
"38.4","1.5","396","1964","Niendorf","-3191","2628855","Hamburg","22457","10","1","12.372","2017-01-31 23:00:00","53.63159076007475","9.951099420818073"
"133.44","4.5","1954.8","2021","Lokstedt","-1824","2624836","Hamburg / Lokstedt","22529","1","3","17.58","2017-11-30 23:00:00","53.59498893930537","9.97207117110181"
"111.768","4.5","1128","1977","Rahlstedt","9252","2624473","Hamburg","22149","6","","12.108","2017-03-28 23:00:00","53.59160525970155","10.141654563117934"
"57.948","1.5","508.2","1965","Poppenbüttel","5308","2632030","Hamburg","22399","5","1","10.524","2017-02-28 23:00:00","53.660493159312125","10.081395819087806"
"60","2.5","810","","Barmbek-Süd","1330","2623198","Hamburg","22083","7","1","16.2","2017-06-30 22:00:00","53.58006973351926","10.020357909023392"
"102","4.5","1560","1912","Bahrenfeld","-5229","2621347","Hamburg","22761","5","2","18.348","2017-04-30 22:00:00","53.56318456356911","9.919991769330526"
"51.6","2.5","365.964","1956","Dulsberg","4005","2623667","Hamburg","22049","1","","8.508","2017-02-28 23:00:00","53.584328543855435","10.061309230647625"
"62.4","2.5","480","","Rahlstedt","9026","2624657","Hamburg","22149","1","","9.228","2017-03-28 23:00:00","53.59328518856271","10.138199586492904"
"98.616","3.5","1068","1973","Langenhorn","1535","2633994","Hamburg","22417","5","2","12.996","2017-03-28 23:00:00","53.67840585976883","10.023548082675019"
"199.2","4.5","2880","2020","Blankenese","-12805","2621631","Hamburg","22587","5","3","17.352","2017-02-28 23:00:00","53.56564363217566","9.804061338932868"
"144","4.5","2520","","Blankenese","-12199","2622225","Hamburg","22587","","2","21","2017-02-28 23:00:00","53.57106872240183","9.813311341721446"
"79.2","2.5","714","1954","Wandsbek","3810","2622674","Hamburg","22049","5","1","10.824","2017-01-31 23:00:00","53.575284579294326","10.058312224777119"
"61.2","2","480","","Wilstorf","-46","2608325","Hamburg","21079","1","","9.408","2017-02-28 23:00:00","53.44458017479326","9.999298039680479"
"79.8","3.5","582","1966","Horn","4961","2620665","Hamburg","22111","7","","8.748","2017-04-30 22:00:00","53.5569745333247","10.075896956723266"
"61.2","2.5","864","","Winterhude","732","2623506","Hamburg","22303","1","","16.944","2017-07-30 22:00:00","53.58287650446575","10.011205213508985"
"61.2","2.5","795.6","2005","Lokstedt","-3217","2624661","Hamburg","22529","7","","15.6","2017-11-30 23:00:00","53.59338828213864","9.950743531791659"
"98.712","3.5","1656","2021","Eilbek","3246","2621634","Hamburg","22089","7","","20.136","2017-05-30 22:00:00","53.565814680364696","10.04966955580192"
"132","4","1176","","Rissen","-15444","2622852","Hamburg","22559","5","","10.692","2017-04-30 22:00:00","53.5766961433396","9.76362096331641"
"61.68","2.5","709.2","2022","Groß Borstel","-2163","2626331","Hamburg - Groß Borstel","22453","2","","13.8","2017-12-30 23:00:00","53.608605509105686","9.96687025907181"
"85.284","2.5","1193.976","2021","Sinstorf","-1674","2606461","Hamburg","21077","1","1","16.8","2017-10-30 22:00:00","53.427595255507526","9.974464511670254"
"141.612","4.5","1345.2","1930","Harburg","-1781","2609617","Hamburg","21073","5","","11.4","2017-08-31 22:00:00","53.45634801599252","9.972814725095935"
"51.6","2.5","348.432","1972","Horn","6786","2621237","Hamburg","22119","7","","8.1","2017-10-30 22:00:00","53.56216501437636","10.103829303608201"
"108","3.5","1620","2020","Blankenese","-12246","2620907","Hamburg","22587","1","","18","2017-05-30 22:00:00","53.55906160292204","9.812642866257878"
"86.268","2.5","819.6","1954","Harburg","-1941","2609621","Hamburg","21073","5","","11.4","2017-07-30 22:00:00","53.45638390133603","9.97037245286423"
"94.8","3","1127.52","2020","Bergedorf","13005","2612314","Hamburg","21035","5","2","14.268","2017-06-30 22:00:00","53.48076342814471","10.198618415965392"
"87.648","3.5","872.4","2000","Wilhelmsburg","1360","2613949","Hamburg","21109","5","2","11.94","2017-10-30 22:00:00","53.4958149031205","10.020777575267031"
"103.956","3.5","1507.368","2021","Bahrenfeld","-4706","2621295","Hamburg","22761","7","","17.4","2017-04-30 22:00:00","53.56271574493826","9.927994887208127"
"63.828","2.5","780","1958","Uhlenhorst","1153","2622789","Hamburg-Uhlenhorst","22085","1","","14.664","2017-06-30 22:00:00","53.57634449213523","10.017647138633214"
"59.88","2.5","724.8","1997","Eimsbüttel","-2955","2622562","Hamburg","20259","7","1","14.52","2017-02-28 23:00:00","53.57426976664229","9.95477462769301"
"102","3.5","1188","2016","Sasel","7617","2630946","Hamburg","22393","5","2","13.98","2017-09-30 22:00:00","53.650591724920716","10.116777168269675"
"126","4.5","1886.4","2021","Winterhude","-58","2624834","Hamburg","22299","1","","17.964","2017-10-30 22:00:00","53.5949738365137","9.999111912562842"
"78","3","864","2004","Duvenstedt","6773","2637342","Hamburg","22397","4","2","13.296","2017-11-30 23:00:00","53.708858262869285","10.10397474832832"
"97.464","3.5","774.84","1932","Eißendorf","-2577","2609612","Hamburg","21073","10","","9.54","2017-03-28 23:00:00","53.456299221845796","9.960664582730416"
"78","2.5","900","","Borgfelde","1953","2620618","Hamburg","20535","5","","13.848","2017-12-30 23:00:00","53.556565868567276","10.029878122851107"
"101.424","3.5","1825.632","2021","Neustadt","-1106","2619918","Hamburg","20459","1","","21.6","2017-06-30 22:00:00","53.550191684899","9.983082207110142"
"30","1.5","375.6","1959","Hamm-Nord","3098","2620882","Hamburg","20535","5","","15.024","2017-08-31 22:00:00","53.5589653324508","10.04739756367963"
"132","5","2034","1904","Ottensen","-5073","2619920","Hamburg-Ottensen","22763","5","","18.492","2017-09-30 22:00:00","53.55018695084261","9.922401474701513"
"115.2","4.5","1740","2011","St. Pauli","-2488","2620413","Hamburg","20359","7","","18.12","2017-01-31 23:00:00","53.554696212745505","9.961938743524025"
"72.54","3","778.8","","Eidelstedt","-7029","2625824","Hamburg","22523","1","1","12.888","2017-05-30 22:00:00","53.60394537942306","9.892351132755396"
"48","3","540","","Rotherbaum","-1357","2621729","Hamburg","20146","1","","13.5","2017-02-28 23:00:00","53.56668820907819","9.979235085526465"
"90","3.5","1104","2004","Osdorf","-9631","2622476","Hamburg (Alt-Osdorf)","22549","5","2","14.724","2017-02-28 23:00:00","53.57340765461537","9.85260326921226"
"60","2.5","672","1910","Ottensen","-5619","2620759","Hamburg","22763","5","1","13.44","2017-05-30 22:00:00","53.55782429659326","9.914034831502068"
"90.288","3.5","1056","1997","Schnelsen","-4727","2631177","Hamburg","22457","5","1","14.04","2017-01-31 23:00:00","53.652729236034126","9.92752629263307"
"42.252","1.5","414","1969","Stellingen","-4297","2623482","Hamburg","22525","6","","11.76","2017-02-28 23:00:00","53.58264108568774","9.934223288901796"
"66","2.5","660","1993","Schnelsen","-5629","2630868","Hamburg","22457","6","1","12","2017-08-31 22:00:00","53.649905981965475","9.913702460227352"
"68.4","2.5","924","","Bahrenfeld","-8459","2622332","Hamburg","22607","1","","16.212","2017-10-30 22:00:00","53.57211578955548","9.870543828418796"
"86.4","3.5","542.844","1966","Rahlstedt","10101","2623715","Hamburg","22149","7","","7.536","2017-06-30 22:00:00","53.58468520059304","10.154629189343199"
"140.4","4.5","1858.8","2020","Harburg","-799","2610430","Hamburg","21079","1","","15.888","2017-02-28 23:00:00","53.46375716248125","9.98780198829"
"37.2","1.5","624","","Hoheluft-West","-2254","2623546","Hamburg","20253","1","","20.124","2017-01-31 23:00:00","53.583236610800846","9.965496232948778"
"85.2","3","1380","","Hoheluft-West","-2174","2622942","Hamburg","20253","1","","19.44","2017-01-31 23:00:00","53.5777350153749","9.966724991273923"
